Smell_Source	Smell_Word	Quality	Sentence	Year	Book
of tobacco	perfume	penetrating	Then , when the penetrating perfume of tobacco had had time to work upon us , there came the psychological moment when golden silences are broken into the silver change of speech .	1894	bl0190
of quass|vodki|inferior tobacco	odours	combined	A long , low - roofed room , rank with the combined odours of quass , vodki , and inferior tobacco .	1889	bl0200
of tobacco	whiff		' Let us have a glass of beer and a whiff of tobacco , ' Denys exclaimed , leaping from the altitudes of feeling upon the everyday plane of existence .	1896	bl0204
of bad tobacco	fumes	the most noisome	For all the open window the room was full of the most noisome fumes of bad tobacco .	1897	bl0205
of bad tobacco|bad meat|bad butter|bad chicory|bad gin	stench	horrible	Your cigar will be some compensation for the horrible stench of bad tobacco , bad meat , bad butter , bad chicory , and bad gin that comes from the word , ' compensation , ' & # 34 ; remarked the inspector , inspector , pouring the bubbling seltzer in a modest dose of whisky .	1897	bl0205
tobacco	scented|scented	scented|scented	26 and tobacco - scented professionals who lounged at the back of the studio .	1893	bl0208
the|of it|of incense sticks|of good tobacco|bad tobacco	smell|fragrance	much more agreeable|the offensiveness|less disagreeable	The ideal process of smoking , however , would be to simply ignite the tobacco and smell of it , as of incense sticks , without taking the smoke in the mouth ; for in this way the fragrance of good tobacco would lie much more agreeable , and the offensiveness of bad tobacco much less disagreeable .	1895	bl0210
of tobacco	reeking|perfume		When all awake , fires are made near some water , quarts and billies are again in requisition , requisition , and very quickly the grub or food is taken out , each man ( except the superior officers ) taking his off the same piece of salt junk , or damper , with his pocket - knife , which was still doubtless reeking with the perfume of tobacco as he cut it for his last pipe .	1898	bl0258
of wine and tobacco	smelling		Old roues , smelling of wine and tobacco , were eager to take me on their knees and pinch my soft flesh ; — they would press my innocent lips with their withered ones , — withered and contaminated contaminated by the kisses of cocottes and ' soiled doves ' of the town ! — I have often wondered how it is these men can dare to touch a young child ' s mouth , knowing in themselves what beasts they are ! I see my nurse , — a trained liar and timeserver , timeserver , giving herself more airs than a queen , and forbidding me to speak to this child or that child , because they were ' beneath ' me ; — then came my governess , full of a prurient prudery , as bad a woman in morals as ever lived , yet ' highly recommended ' and with excellent references , and wearing an THE SORROWS OF SATAN 4or assumption of the strictest virtue , like many equally hypocritical clergymen ' s wives I have known .	1895	bl0295
of spirits and tobacco	odour	stifling|horrible	A stifling , horrible odour of spirits and tobacco caused her to draw back abashed .	1895	bl0300
of tobacco	odour		and there arose to our nostrils the odour of tobacco being smoked in a pipe .	1895	bl0329
of gas|humanity|tobacco|spirits	odours	combined	The combined odours of gas , humanity , tobacco and spirits ( Mr .	1893	bl0349
of tobacco - smoke	smelling	vilely	' They mounted the littered staircase , where cabbagestalks cabbagestalks and withered nosegays tripped the feet of the great actress , and entered a parlour smelling vilely of tobacco - smoke , and used as a sitting - room and dressingroom .	1890	bl0362
Mocha bean|rolls of the delicate Latekia tobacco	fragrant|fragrant	fragrant|fragrant	170 Sheikhs purchasing bags of the fragrant Mocha bean and rolls of the delicate Latekia tobacco at enormously high prices , which , in their eagerness , they did not pause to dispute ; whilst the luxurious Pasha reclined on his damask cushions in the shade of his silken awnings , awnings , smoking his Persian nargillah , and drinking his Araby coffee , as if disease were not rife in his camps and he had already passed the portals that lead to the good Moslem ' s hope .	1894	bl0365
shawls|pipes|tobacco	perfumes		Following this passage for ten minutes , they came to an open booth packed with shawls , pipes , tobacco and perfumes , in the midst of which a pale , eagle - eyed Arab sat in the solemn glory of a long gray beard and rich turban .	1894	bl0365
of tobacco	scent	very strong	' Piff ! ' said she — ' a very strong scent of tobacco .	1893	bl0378
of tobacco	smell|sniffed|odour		Asher Blew , whom I met this evening , has invited you Humph ! what ' s this smell ? He sniffed , as he walked into the dining - room and detected the odour of tobacco .	1891	bl0402
warm asphalte|tobacco smoke|cheap fruit|faded flowers	smells|aroma		Dust rose in a haze from the pavements , and the air was redolent of those smells which form the July aroma of London — warm asphalte , tobacco smoke , cheap fruit and faded flowers .	1891	bl0402
of stale tobacco	aroma		There were pipes on the mantelpiece , and an aroma of stale tobacco clung to the fusty furniture .	1897	bl0449
of beer|bad tobacco	scent|odours	much	The place of the circus was an open piece of ground lying between Silverton and Silverfold , and thither they betook themselves — Miss Hackett in an old bonnet and waterproof that might have belonged to any woman , and Dolores wearing a certain crimson ulster , which she had bought in Auckland for her homeward voyage , and which her cousins had chosen to dub as the After a good deal of jostling and much scent of beer and bad tobacco they achieved an entrance , and sat upon a hard bench , half stifled with the odours , to which were added those of human and equine nature and of paraffin .	1895	bl0455
of tobacco|of	odour		On entering the verandah , and tapping at the door , which stood ajar , the first intimation the visitors received of the presence presence of an occupant was the odour of tobacco , and a light wreath of smoke that came curling towards them from the room within .	1891	bl0480
of tobacco	odour		As he advanced towards the steps , he was aware of the odour of tobacco , and the next moment , a dark figure that was seated upon them rose to meet him .	1891	bl0480
Tea|tobacco|log and other woods|Oils|hides	smell	so foully foreign	And surely every listening heart is charmed ; For what are even the sorrows of the earth When , past , they are transformed ? Huge warehouses for cotton , rice , and corn , Tea and tobacco , log and other woods , Oils , tallow , hides that smell so foully foreign , Yea , all things known as goods , — Yet all is so ridiculously new , Except , perhaps , the river and the sky , The waters and the immemorial blue For ever sailing by .	1894	bl0542
of your Dubeque tobacco	smelt|perfume		I smelt the perfume of your Dubeque tobacco , so I knew you were at home .	1890	bl0559
only the beer|stale tobacco	smelt		Now by the side of Bideabout she smelt only the beer and stale tobacco that adhered to his clothes .	1896	bl0599
of the|the worst|worst tobacco	smell	the|the worst|worst	Or smell of the worst tobacco And not whisk a tail behind ; He is given to sweet variety , In the cabin grimed with soot , Or the cream of the grand Society , Though he hides his cloven foot 2 .	1899	bl0600
bad strong tobacco	odours	indescribable	The simple dark Breton interior , the women spinning , Renee rocking the wooden cradle with her foot , the hearthlight hearthlight reflected in the panels of carved oaken coffers and press beds , the hum of the wheel and the harsh Celtic voices , pierced often by the child ' s wailing , strings of sausages and onions depending depending from the rafters , the wooden rack that held the spoons , the indescribable mingling of odours , over which at this hour bad strong tobacco usually rose * * ■ IN THE GLEN 103 dye , its hull burnished gold .	1893	bl0662
of rancid fat|of wood smoke|tobacco smoke|food	smell|smell|perfume	sickly|composite	A sickly smell of rancid fat , which the bodies of all the South African natives exhale , mixed with the smell of wood smoke , tobacco smoke , and food together , make a composite perfume which it is not in my power to describe .	1894	bl0680
