Smell_Source	Smell_Word	Quality	Sentence	year	Book
Ozone	smell		He thought that this Ozone was rela - tively cheap to generate and that about 90 % reduction of smell was possible by the use of Ozonisers .	1977	jw281008
ozone|air or 0	odour	characteristic	â   The earliest known record concern - ing ozone relates to an observation by van Marum , 1785 , that air or 0 when submitted to the electric spark acquires a characteristic odour .	1894	jw2811625
its|ozone	smell|odour|smell	peculiar	This smell is due to the action of the silent electrical discharge upon the oxygen of the air , where - by it becomes transformed into an allotropic modification , to which , by reason of its peculiar odour , the name ozone ( from t0 smell ) has been given .	1877	jw2811690
Active Oxyg - en|Ozone â|oxygen gas	smell	peculiar	Active Oxyg - en or Ozone â   Under certain circumstances , oxygen gas acquires a greatly increased chemical activity , together with a peculiar smell .	1882	jw2817502
of ozone	smell	very obvious	Ozonised air or oxygen may be obtained by placing one or two sticks of clean moist phosphorus in a bottle of air or oxygen , when , after an hour or so , the smell of ozone will be very obvious .	1882	jw2817502
Ozone|of the ozone	smells		Ozone is soluble in water â   100 volumes of water at ordinary temperatures and pressure dissolve about one volume of ozone â   and the water smells of the ozone and exhibits many of the properties of ozone .	1916	jw2817513
ozone	smell|smell		Schonbein ( 1839 - 80 ) was the first , to recognize that the smell was due to the formation of a substance to which he gave the name ozone â   from the Greek 6 ( a > ( ozo ) , I smell .	1916	jw2817513
"""SAVABS Gutta Percha|SAVABS|SAVABS Improved Higginson|SAVABS|Salts SAVABS Jewellery Bequisites SAVABS Jumper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS|SAVABS """" May Blossom """" Bequisitei SAVABS|SAVABS Metal Polishing Pasta SAVABS M|Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators|SAVABS Obstetric Binders SAVABS Ozone Water SAVABS Parcel Post Envelopes SAVABS|Sachets SAVABS|SAVABS Poison|Poison Stoppers SAVABS"""	Smelling|Perfume|Poison|Poison	Inexhaustible	"""SAVABS Gutta Percha Tissue SAVABS House Thermometer SAVABS Improved Higginson Enema SAVABS Inexhaustible Smelling Salts SAVABS Jewellery Bequisites SAVABS Jumper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS Marking Ink ( Guaranteed ) SAVABS """" May Blossom """" Bequisitei SAVABS Medicine Droppers SAVABS Metal Polishing Pasta SAVABS M """" ail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators ( Folding ) SAVABS Obstetric Binders SAVABS Ozone Water SAVABS Parcel Post Envelopes SAVABS Perfume Sachets SAVABS Perfumery SAVABS Poison Stoppers SAVABS Pomadesâ   Cantharadine , Oastor Oil , Grystal - lized ."""	1897	jw2817857
chlorine ozone	odours		Methods of removal of tastes and odours include aeration , filtration through carbon , and addition of oxidising agents such as chlorine ozone .	1956	jw2816688
Ozone|its	odour	pungent	Ozone is plentiful in fresh air , but generally absent in crowded or dirty places ; it is a powerful oxidising agent , and may be usually recognised by its pungent odour .	1907	jw2816690
ethereal oil|ozone	aroma|aroma|smell	peculiar|distinctly perceptible	The quantity of ethereal oil which gives its peculiar aroma to grape - wine has been estimated at one - forty - thousandth only of the bulk of the wine , and that which gives the aroma to roasted coffee , at one - fifty - thousandth of its weight ; but ozone is distinctly perceptible to the smell when mixed with 500 , 000 times its bulk of air .	1879	jw2816697
Ozone|piece of Ivor leaf|it|by a Iiece of tainted meat	deodorizer|smell	most remarkable|offensive	Ozone is a most energetic ozidizing agent : a piece of Ivor leaf , on being exposed to its influence , cmmbles almost nraodiately into oxide ; it is also a most remarkable deodorizer , most instantly removing the offensive smell evolved by a Iiece of tainted meat .	1861	jw2810008
ozone|compounds	deodorizes		This ether contains ozone , and diffused from a spray tube in the sick - room , or allowed to evaporate from a linen cloth , rapidly fixes ammoniacal compounds and deodorizes the air .	1867	jw2810179
of ozone	smell|smell	peculiar	In twelve hours the phosphorus and water being removed , and the bottles washed out with pure water , the air of the bottles is charged with a peculiar smell , that of ozone ( o & , I smell ) .	1854	jw2810571
ozone|compounds	deodorizes		This ether contains ozone , and diffused from a spray tube in the sick - room , or allowed to evaporate from a linen cloth , rapidly fixes ammoniacal compounds and deodorizes the air .	1867	jw2810668
OZONE	odour	penetrating	OZONE is a substance of penetrating odour , which , according to M .	1903	jw2810982
Ozone|aqueous	smell|smell	peculiar|strong	The peculiar smell and the effect upon the test paper are alike due to the presence of a smalFquantity of a body discovered by Schonbein in 1840 , and named by him Ozone ? The strong smell noticed when an electrical machine is worked , or electric sparks are passed through air , is due to the formation of a little ozone ; and if the oxygen evolved on the electrolysis of water , as in Experiment 22 , be examined with the test - paper , 1 Easily prepared by soaking pieces of white bibulous paper in a mixture of thin starch paste , with aqueous solution of potassium iodide .	1881	jw2813293
dose of ozone	sniffing		When Sir Oliver Lodge , a few years ago , warned people against hurting their nasal passages by sniffing up an unduly strong dose of ozone produced by a special ozone - making apparatus , I am inclined to think that most people who read what he said wondered what â   ozone â   might be .	1916	jw2813742
Ozone|volatile|by pine trees	perfumes		Ozone may be more or less present , so may perfumes and volatile oils , such as are given off by pine trees , and there may be more or less minute quantities of carbonic acid and of sulphurous acid , and still minuter quantities of the newly - discovered gasesâ   argon and heliumâ   which , for all we know , may have some effect on the human body .	1916	jw2813742
of ozone	smell	peculiar	When electrical or galvanic machines are in action , the peculiar smell of ozone is readily dis - tinguished .	1861	jw2813849
this|this mixture|it|of ozone	odour		On passing a current of air through this mixture by means of a pair of bellows or some more special contrivance , it will be found to possess the odour and reactions of ozone .	1862	jw2812067
ozone	Odours		Odours and ozone .	1893	jw2812699
Nose|leaves of bats|substances|pure|epithelium|Owen on tactile hairs|Ozone|90 Pacini ' s corpuscles|48|49|Ray	olfactory|olfactory|Odorous|Odours|Olfactory|odours|odours|odours	olfactory|olfactory	, sensitive layer of retina , 143 Mueller ' s sustentacular fibres , 103 Munk , sensory centres , 31 , 34 Muscas volitantes , 14T Muscles of the eye , 172 Muscular sense , 36 , 68 Index 3i5 Musical tones , 240 Myopic eye , 138 Mysis , experiment on , 265 , 272 Nares , anterior and posterior , 81 Nasal cartilages , 81 ; mucous membrane , 81 ; cavities , 80 Near point of vision , 137 Nerves , afferent and efferent , 10 ; their structure , 1 1 Nerve current , 5 ; rate of , 6 ; cells , their origin , 9 ; matter , 3 Nerves , fatigue of nerve , 4 ; of the nose , 82 ; of the tongue , 78 Nerve - endings in the tactile hairs , 50 ; free , 45 ; in corpuscles , 45 Neuro - epithelium , 8 Neuroglia , 28 Newton , analysis of light , 116 Nilsson , voice of , 245 Nodal points , 126 , 129 Noises , 240 , 262 Normal eye , average , 128 Nose , vestibular portion of , 83 ; respiratory , 83 ; olfactory , 84 ; Nose - leaves of bats , 52 Oblique muscles , 172 Occipital lobe of brain , 26 Occipito - angular area , a visual centre , 31 ; blindness resulting from destruction of , 32 Odoroscope , 90 Odorous substances , their chemi - cal nature , 87 Odours , their influence on respira - tion , 94 ; and heat absorption , 89 ; pure and mixed , 93 ; and surface tension , 90 Olfactory cells , 85 ; epithelium , 84 ; lobes , 83 ; nerves , 83 Ophthalmoscope , its principle , 143 Optic commissure , 109 ; lobes , 23 ; nerve , 109 ; papilla , 149 ; pore , 102 ; thalami , 23 ; tracts , 22 , 110 Orbits , 170 Organ of Corti , 231 Otoconia , 227 Otoliths , 227 Overtones , 253 Owen on tactile hairs , 52 Ozone and odours , 90 Pacini ' s corpuscles , 46 , 48 , 49 ; their function , 53 Pain , 67 ; its quality , 68 Papillae , 42 ; filiform , fungiform , circum vallate , 70 ; foliatse , 71 Parietal lobe of brain , 26 Partial tones , 253 Peduncles , cerebral , 22 Perception time , 7 Perilymph , 228 Perspective , aerial , 188 Petit , canal of , 106 Phakoscopc , 136 Phalangae , 236 Phase of vibration , affecting quality of tone , 257 Phosgenes , 152 Pigments , 157 Pitch of musical tones , 242 Pituita , 82 Points , remote and near , of vision , 137 Pons Varolii , 21 Position , primary , secondary , tertiary , of eyeball , 171 Presbyopic eye , 140 Prevost on odours , 90 Prickle cells in skin , 43 Principal points , 129 ; planes , 125 Prisms , 118 Processus cochleariformis , 207 ; gracilis of malleus , 210 Promontory , 207 Protecting cells of taste bud , 72 3i 6 Physiology of the Senses Protoplasm , its chemical consti - tution , 3 ; its instability , 4 Pseudoscope , 184 Psychical blindness , 31 ; deafness , 34 Psycho - physical time , 6 Pupil , 100 ; movements of , iii Purity of colour , 159 Purkinje ' s figures , 142 Purple of retina , 151 Quality of musical tones , 247 , 256 ; of sensation , 36 Quantitative character of sensa - tion , 37 Ramsay on odours , 87 , 93 Ray , course of , in dioptric system , 126 Rectus muscle , 172 Reduced eye , 130 Reflection of rays of light , 116 Reflex mechanism , 289 Refraction of rays of light , 117 ; index of , 119 Registers of voice , 245 Reil , island of , 26 Reissner ' s membrane , 230 Resolving power of the eye , 147 Resonance , sympathetic , 255 Resonators , 251 ; analysis of tones by , 252 Retina , 103 ; appreciation of colour , 151 ; fundus of , 103 ; retinal impressions , 154 ; action of light on , 150 ; correspond - ing points of , 177 ; electric current of , 299 ; rods of , 103 , 104 ; examination of , 143 Rod cells of taste bud , 72 Rods of Corti , 232 Rutherford , theory as to func - tion of cochlea , 270 Saccule , 225 Scala tympani , 229 ; vestibuli , 228 Schaefer on sensory .	1893	jw2812699
ozone	odour		The ozone - like odour may be recognised on opening the stomach .	1940	jw283103
Ozone	smell	peculiar	â   Ozone is a colorless gas , hardly soluble in water , and having the peculiar smell noted in the air after thunder - storms .	1900	jw283220
Ozone	oxidizing	powerful	Ozone has powerful oxidizing properties due to its third unstable atom of oxygen , oxidizing silver , which oxygen of itself does not .	1900	jw283220
fumes|fumes|fumes of phosphorous acid|small|of ammonium nitrate|peroxide of hydrogen|ozone	fumes|fumes|fumes|odor	white|peculiar	It is insokible in water , in wliich it is kept , since in moist air it gives oflF a feeble glowing light , accompanied by white fumes of phosphorous acid ( H3PO3 ) and small amounts of ammonium nitrate , peroxide of hydrogen , and ozone , to which latter the peculiar odor is ascribed .	1900	jw283220
ozone	smell	distinct	Schon - bein was led to discover ozone â   a gas of great chemical â   NATURAL PHILOSOPHY â   69 activity â   by noticing that a frictional electrical machine produced a distinct smell when working .	1912	jw283411
sulphuric acid|of ozone|the	smell		sulphuric acid , there is a smell of ozone , and the soln .	1946	jw283436
Antozone	odour	disgusting	Antozone has a disgusting odour , but a less pungent one than ozone .	1874	jw283848
of ozone or phosphorus	odors	Subjective|of various	Subjective odors of various kindsâ   as of ozone or phosphorus ; also abnormal sub - jective tastes â   bitter or sour , with other fleeting symp - toms of cerebral exhaustion , are observed .	1890	jw283879
its|c ozone	odour|odour	same	3 34 NATUREâ   S HYGIENE was then engaged in an investigation of the electro - lytic decomposition of water , noticed the same odour in the apartment in which he conducted his experi - ments , and this led him to a prolonged research , having for its object the elucidation of the nature and properties of this gaseous principle , which from its odour he named c ozone .	1907	jw283964
of ozone	deodorizes		The oxidizing effects of ozone are very readily demonstrated by the ease with which it deodorizes putrid meat and effusions .	1907	jw283964
of ozone|from sodium chloride	odour		ASTTOZONTTEi A name applied by Schonbein to a variety of fluor - spar , found at Wolsendorf in the Bavai ' ian Oberpfalz , and at Joachimsthal in Bohemia , in which Schriitter had demonstrated the presence of a small quantity of ozone , the mineral emitting the odour of ozone when heated , and liberating iodine from potassium iodide , and chlorine from sodium chloride .	1869	jw286074
the double fluoride|of ozone|the aqueous acid	odour|odour	very strongly	The acid prepared as above was inferred to bo free from oxygen : ( 1 ) because the double fluoride from which it was prepared , when fused and electrolysed with platinum poles , evolved abundance of inflammable gas at the negative pole , but no gas at the positive pole , although oxides are decomposed by electrolysis before fluorides ; ( 2 ) because in the electrolysis of the acid with platinum poles , no odour of ozone was evolved , whereas the aqueous acid of various strengths evolves this odour very strongly where electrolysed ; and ( 3 ) because the acid obtained by heating pure silver fluoride in dry hydrogen exhibited the same properties as that prepared from the hydropotassic fluoride .	1869	jw286074
ozone	odorous|odorous|smell	odorous|odorous	â   When sparks of electricity pass be - tween two metallic plates , a peculiar odorous principle is developed , which has been termed ozone ( from o ^ ra ' , to smell ) .	1891	jw286088
of ozone	odour	peculiar	] After a lightning discharge the peculiar odour of ozone may be observed .	1877	jw289710
OZONE	odour	penetrating	OZONE is a substance of penetrating odour , which , according to M .	1897	jw287181
